probe_dir,correctness_target,layer,position,representation,run_alias,seed,overlap_correctness_features,overlap_expected_overlap_null,overlap_fold_enrichment,overlap_hypergeom_p_greater,overlap_jaccard,overlap_overlap,overlap_overlap_coefficient,overlap_se_features,overlap_union,correctness_auroc,correctness_from_se_features_auroc,n_test,se_from_correctness_features_r2,se_r2,se_cross_minus_direct_r2,correctness_cross_minus_direct_auroc,se_cross_minus_direct_r2_ci_low,se_cross_minus_direct_r2_ci_high,correctness_cross_minus_direct_auroc_ci_low,correctness_cross_minus_direct_auroc_ci_high
results/paper/probes/popqa-brief-sae-l20-tbg-v1,f1_50,20,tbg,sae_code_l20_tbg_16k,popqa_brief,42,128,1.0,108.0,1.834535064318831e-235,0.7297297297297297,108,0.84375,128,148,0.8770407137841945,0.8761294353720125,3920,0.699604009297473,0.6970245202346348,0.002579489062838225,-0.0009112784121819706,-0.0010262989309004988,0.006224874717385712,-0.0031595065234486823,0.0013172273429061159
results/paper/probes/triviaqa-brief-sae-l20-tbg-v1,f1_50,20,tbg,sae_code_l20_tbg_16k,triviaqa_brief,42,32,0.25,116.0,1.2490549399271953e-59,0.22137404580152673,29,0.90625,128,131,0.8039726374933376,0.8101813382863288,2221,0.3875844210894157,0.45512907622555365,-0.06754465513613794,0.006208700792991184,-0.08611889758066879,-0.05078461993999761,-0.002410527177840674,0.015392302542143365
